--------------------------------------------------------------------------------
CPU name:	AMD EPYC 7502 32-Core Processor                
CPU type:	AMD K17 (Zen2) architecture
CPU clock:	2.50 GHz
ERROR: The selected register PMC0 is in use.
Please run likwid with force option (-f, --force) to overwrite settings
--------------------------------------------------------------------------------
# Cores: 0
# GID|MetricsCount|CpuCount|Total runtime [s]|Runtime (RDTSC) [s]|Runtime unhalted [s]|Clock [MHz]|CPI|Energy Core [J]|Power Core [W]|Energy PKG [J]|Power PKG [W]
Sleeping longer as likwid_sleep() called without prior initialization
Sleeping longer as likwid_sleep() called without prior initialization
Failed to execute command: run_nvidia.sh
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
CPU name:	AMD EPYC 7502 32-Core Processor                
CPU type:	AMD K17 (Zen2) architecture
CPU clock:	2.50 GHz
ERROR: The selected register PMC0 is in use.
Please run likwid with force option (-f, --force) to overwrite settings
--------------------------------------------------------------------------------
# Cores: 0
# GID|MetricsCount|CpuCount|Total runtime [s]|Runtime (RDTSC) [s]|Runtime unhalted [s]|Clock [MHz]|CPI|Energy Core [J]|Power Core [W]|Energy PKG [J]|Power PKG [W]
Sleeping longer as likwid_sleep() called without prior initialization
Sleeping longer as likwid_sleep() called without prior initialization
Sampling GPU power...
1,8,1,0.1005010345244,0.10051316711427,0.0044589562036848,2075.6087330603,inf,0.003997802734375,0.039773920662854,6.1555938720703,61.241666627343
1,8,1,0.20050260909612,0.099599806513184,0.0078128717139793,3145.0682813526,-,0.017990112304688,0.18062396840406,5.9543914794922,59.783163119941
1,8,1,0.30050811098017,0.099656692430005,0.002782040727257,3261.2574390559,inf,0.019775390625,0.19843514913852,6.0233459472656,60.440957856354
1,8,1,0.40051913314251,0.099925312578265,0.017041642513688,3334.2893467516,inf,0.051788330078125,0.51827038356836,7.1097259521484,71.15039992074
1,8,1,0.5005387513099,0.099923669519026,0.0041216169061141,3339.1581464883,inf,0.02459716796875,0.24615957447466,6.9990234375,70.04369906739
1,8,1,0.60055542399304,0.099923919985373,0.0029479532424901,3329.6893377726,-,0.01422119140625,0.14232019128485,6.0618591308594,60.664745055505
1,8,1,0.70057267775811,0.099917938848997,0.0043485522407355,3333.7853160918,-,0.0038299560546875,0.038331015419319,5.9308624267578,59.357333578717
1,8,1,0.80058899978837,0.099914863122251,0.004238145071817,3343.281745429,-,0.0069580078125,0.069639366907669,6.2656097412109,62.709486310807
1,8,1,0.90060535187458,0.09991686685303,0.0042283287947297,3343.427164392,-,0.0086669921875,0.086742033256992,6.0628967285156,60.679411989906
1,8,1,1.0006219744645,0.099921585639015,0.0041211131681962,3343.1868299439,-,0.005584716796875,0.055890994534963,5.9279937744141,59.326458207239
1,8,1,1.1006388976139,0.099918800453232,0.0038526076333372,3343.6311106399,-,0.007843017578125,0.078493912482426,5.9327239990234,59.375452588628
1,8,1,1.2006555903344,0.099920854277281,0.003936999163311,3328.145065261,-,0.006805419921875,0.068108103869788,5.8887481689453,58.934125529031
1,8,1,1.3006721127377,0.099920233120739,0.0043075847627163,3343.4813881148,-,0.0069427490234375,0.06948291458696,5.9543609619141,59.591143614718
1,8,1,1.4006882945068,0.099918509912269,0.0038771938107442,3343.1038029107,-,0.01226806640625,0.12278071817746,6.6120147705078,66.174073015233
1,8,1,1.5007048770221,0.099920443512471,0.0040253015750195,3342.2168344237,-,0.0028533935546875,0.028556654217927,6.0383148193359,60.431225153462
1,8,1,1.6007208383808,0.099680677087432,0.0037653467608877,3335.5903156236,-,0.0068359375,0.068578361421081,6.071533203125,60.909831077888
1,8,1,1.7007389437315,0.099705282901401,0.0037792839106955,3304.6365651651,-,0.006744384765625,0.067643203743723,6.0462493896484,60.641213922713
1,8,1,1.8007551956311,0.099687399604196,0.0036016732144272,3314.1779023732,-,0.0067901611328125,0.068114537642395,6.0337219238281,60.526425082655
1,8,1,1.900772108762,0.099676669625874,0.0040790195934791,3335.6459510989,-,0.01171875,0.11756763186396,6.2688140869141,62.89148815308
1,8,1,2.0007878497103,0.099697227903668,0.0038341123967529,3283.9585956219,-,0.002105712890625,0.021121077635776,6.0171813964844,60.354550703239
1,8,1,2.1008045724867,0.099701816447153,0.0038248764000993,3352.1052749533,-,0.0064544677734375,0.064737714952854,6.0496520996094,60.677451175787
1,8,1,2.2008210548154,0.099686988839387,0.0038765353848101,3345.6401005064,-,0.0067138671875,0.067349483274264,6.0327911376953,60.517337397112
1,8,1,2.3008380480955,0.099650170286319,0.0036267879760137,3336.3141928041,-,0.0066375732421875,0.066608749619957,6.0436248779297,60.648414955688
1,8,1,2.4008584076433,0.099883705108635,0.0031620053896936,3341.8782378024,-,0.012985229492188,0.13000348233042,6.2110748291016,62.183064017763
1,8,1,2.5008645507212,0.099870400336261,0.0033271348469382,2323.2560544704,inf,0.0086212158203125,0.086324033860735,6.6893768310547,66.980574910401
Detected MOFED 5.0-0.

NOTE: MOFED driver was detected, but nv_peer_mem driver was not detected.
      Multi-node communication performance may be reduced.

Detected MOFED 5.0-0.

NOTE: MOFED driver was detected, but nv_peer_mem driver was not detected.
      Multi-node communication performance may be reduced.

Detected MOFED 5.0-0.
Detected MOFED 5.0-0.

NOTE: MOFED driver was detected, but nv_peer_mem driver was not detected.
      Multi-node communication performance may be reduced.


NOTE: MOFED driver was detected, but nv_peer_mem driver was not detected.
      Multi-node communication performance may be reduced.

INFO: host=nextgenio-amd01 rank=0 lrank=0 cores=1 gpu=0 cpu=+0 mem= net= bin=/workspace/hpl-linux-x86_64/xhpl
INFO: host=nextgenio-amd01 rank=2 lrank=2 cores=1 gpu=0 cpu=+2 mem= net= bin=/workspace/hpl-linux-x86_64/xhpl
INFO: host=nextgenio-amd01 rank=1 lrank=1 cores=1 gpu=0 cpu=+1 mem= net= bin=/workspace/hpl-linux-x86_64/xhpl
INFO: host=nextgenio-amd01 rank=3 lrank=3 cores=1 gpu=0 cpu=+3 mem= net= bin=/workspace/hpl-linux-x86_64/xhpl
1,8,1,2.6008658147146,0.099861924555065,0.056123393066002,3287.8188351199,inf,0.13934326171875,1.3953592657021,6.8090972900391,68.185119807945
1,8,1,2.7008656660779,0.099880499139388,0.10226268416881,3337.9000608651,inf,0.26361083984375,2.6392623396472,6.8347473144531,68.429246683228
1,8,1,2.8008643452586,0.099875119122246,0.10595850387614,3331.4404432285,inf,0.25309753417969,2.53413999807,6.7272796630859,67.356912534461
1,8,1,2.9008645072001,0.099664286569658,0.10164449515255,3335.6806286678,inf,0.15956115722656,1.6009862982869,6.2794189453125,63.005708077021
